hand	hand_eff	hand_name
['c13', 'd03', 'h04', 'h08']	['c13', 'd03', 'h04']	Three_Card-13_04_03
['c04', 'd06', 'd12', 's08']	['s08', 'd06', 'c04']	Three_Card-08_06_04
['c04', 's01', 's11', 's12']	['s01', 'c04']	Two_Card-04_01
['c01', 'd04', 's07', 's10']	['c01', 's07', 'd04']	Three_Card-07_04_01
['c03', 'c12', 'd10', 's08']	['s08', 'd10', 'c03']	Three_Card-10_08_03
['c01', 'd02', 'd05', 'h13']	['c01', 'd02', 'h13']	Three_Card-13_02_01
['d02', 'd10', 'h04', 'h05']	['d02', 'h04']	Two_Card-04_02
['c09', 'd10', 's03', 's13']	['c09', 'd10', 's03']	Three_Card-10_09_03
['c03', 'c11', 'd10', 'h02']	['h02', 'd10', 'c03']	Three_Card-10_03_02
['c04', 'h01', 's04', 's08']	['h01', 'c04']	Two_Card-04_01
['d11', 'h06', 'h08', 's11']	['s11', 'h06']	Two_Card-11_06
['c06', 'd05', 'd13', 's06']	['d05', 'c06']	Two_Card-06_05
['c04', 's02', 's04', 's11']	['s02', 'c04']	Two_Card-04_02
['h03', 's01', 's02', 's08']	['s01', 'h03']	Two_Card-03_01
['c01', 'd01', 'd08', 's07']	['c01', 's07']	Two_Card-07_01
['c02', 'd12', 's05', 's07']	['s05', 'c02', 'd12']	Three_Card-12_05_02
['c05', 'd13', 'h04', 's11']	['s11', 'c05', 'd13', 'h04']	Badugi-13_11_05_04
['c04', 'd01', 'd09', 's06']	['d01', 's06', 'c04']	Three_Card-06_04_01
['c03', 'h03', 's02', 's07']	['s02', 'c03']	Two_Card-03_02
['d07', 'd12', 's04', 's05']	['d07', 's04']	Two_Card-07_04
['h03', 'h13', 's07', 's10']	['s07', 'h03']	Two_Card-07_03
['d02', 'd07', 'h12', 's03']	['d02', 'h12', 's03']	Three_Card-12_03_02
['c03', 'c05', 'c06', 'h01']	['h01', 'c03']	Two_Card-03_01
['s06', 's08', 's09', 's11']	['s06']	One_Card-06
['c13', 'd03', 'h12', 's07']	['c13', 'h12', 's07', 'd03']	Badugi-13_12_07_03
['d01', 'h09', 'h12', 's04']	['d01', 'h09', 's04']	Three_Card-09_04_01
['d08', 'h02', 'h11', 's05']	['s05', 'd08', 'h02']	Three_Card-08_05_02
['c07', 'd06', 's02', 's08']	['s02', 'd06', 'c07']	Three_Card-07_06_02
['c05', 'c07', 'd12', 's13']	['c05', 's13', 'd12']	Three_Card-13_12_05
['c01', 'c13', 'd05', 'h12']	['c01', 'd05', 'h12']	Three_Card-12_05_01
['d12', 's07', 's08', 's09']	['s07', 'd12']	Two_Card-12_07
['h02', 'h03', 'h09', 's12']	['h02', 's12']	Two_Card-12_02
['c01', 'c04', 'd06', 's10']	['c01', 's10', 'd06']	Three_Card-10_06_01
['d05', 'd11', 'h07', 'h11']	['d05', 'h07']	Two_Card-07_05
['d01', 'd13', 's06', 's11']	['d01', 's06']	Two_Card-06_01
['c09', 'd08', 'd13', 's08']	['c09', 'd08']	Two_Card-09_08
['d06', 'h04', 'h13', 's03']	['d06', 's03', 'h04']	Three_Card-06_04_03
['c11', 'c13', 'd05', 'h02']	['c11', 'd05', 'h02']	Three_Card-11_05_02
['c05', 'h04', 's05', 's10']	['c05', 'h04']	Two_Card-05_04
['c09', 'h10', 's04', 's08']	['c09', 'h10', 's04']	Three_Card-10_09_04
['c03', 'c09', 'c10', 's13']	['s13', 'c03']	Two_Card-13_03
['c01', 'c11', 's07', 's13']	['c01', 's07']	Two_Card-07_01
['d02', 'h06', 's03', 's11']	['d02', 'h06', 's03']	Three_Card-06_03_02
['c01', 'd13', 'h01', 's06']	['c01', 'd13', 's06']	Three_Card-13_06_01
['c03', 'd04', 'h13', 's11']	['s11', 'h13', 'c03', 'd04']	Badugi-13_11_04_03
['d13', 'h05', 'h07', 'h11']	['h05', 'd13']	Two_Card-13_05
['c13', 'd05', 'h06', 's03']	['d05', 'c13', 'h06', 's03']	Badugi-13_06_05_03
['d01', 'd02', 'd12', 'h05']	['d01', 'h05']	Two_Card-05_01
['c06', 'c12', 's04', 's08']	['c06', 's04']	Two_Card-06_04
['c06', 'h10', 's09', 's10']	['s09', 'h10', 'c06']	Three_Card-10_09_06
['c06', 'd06', 'd08', 'h08']	['h08', 'c06']	Two_Card-08_06
['c02', 's03', 's09', 's11']	['c02', 's03']	Two_Card-03_02
['c04', 'd11', 'h03', 's08']	['d11', 's08', 'h03', 'c04']	Badugi-11_08_04_03
['c02', 'c09', 'h08', 's05']	['s05', 'c02', 'h08']	Three_Card-08_05_02
['c03', 'd02', 'd12', 'h07']	['d02', 'h07', 'c03']	Three_Card-07_03_02
['d04', 'd09', 'h02', 's05']	['s05', 'h02', 'd04']	Three_Card-05_04_02
['d04', 'd11', 'h13', 's07']	['h13', 's07', 'd04']	Three_Card-13_07_04
['c03', 'h01', 'h04', 's12']	['h01', 's12', 'c03']	Three_Card-12_03_01
['c03', 'd01', 'd12', 's12']	['d01', 's12', 'c03']	Three_Card-12_03_01
['c06', 'h03', 's03', 's09']	['c06', 's03']	Two_Card-06_03
['d11', 'h09', 's10', 's13']	['d11', 's10', 'h09']	Three_Card-11_10_09
['c01', 'c03', 'c05', 'd13']	['c01', 'd13']	Two_Card-13_01
['d09', 'h06', 'h12', 's10']	['d09', 's10', 'h06']	Three_Card-10_09_06
['c01', 'c05', 'd01', 'd09']	['c05', 'd01']	Two_Card-05_01
['c01', 'c13', 's01', 's03']	['c01', 's03']	Two_Card-03_01
['c10', 'd08', 'h05', 's06']	['h05', 'd08', 'c10', 's06']	Badugi-10_08_06_05
['d05', 'h11', 's12', 's13']	['d05', 's12', 'h11']	Three_Card-12_11_05
['c06', 'd09', 'd11', 's10']	['d09', 's10', 'c06']	Three_Card-10_09_06
['c11', 'd13', 'h09', 's08']	['c11', 's08', 'h09', 'd13']	Badugi-13_11_09_08
['d08', 'h04', 'h06', 's04']	['d08', 'h06', 's04']	Three_Card-08_06_04
['d10', 'h07', 's05', 's13']	['s05', 'd10', 'h07']	Three_Card-10_07_05
['d11', 'h03', 's05', 's07']	['s05', 'h03', 'd11']	Three_Card-11_05_03
['c04', 'c11', 'h05', 'h06']	['h05', 'c04']	Two_Card-05_04
['c11', 'h12', 's04', 's09']	['c11', 'h12', 's04']	Three_Card-12_11_04
['c03', 'c06', 's03', 's07']	['c06', 's03']	Two_Card-06_03
['c13', 'd09', 'h07', 's04']	['d09', 'c13', 'h07', 's04']	Badugi-13_09_07_04
['c08', 'd06', 'h07', 's02']	['s02', 'h07', 'd06', 'c08']	Badugi-08_07_06_02
['c06', 'd02', 'd11', 's08']	['d02', 'c06', 's08']	Three_Card-08_06_02
['c12', 'd10', 'h09', 'h12']	['h09', 'd10', 'c12']	Three_Card-12_10_09
['c01', 'c02', 'h02', 's03']	['c01', 'h02', 's03']	Three_Card-03_02_01
['c01', 'c07', 'd08', 'h04']	['c01', 'd08', 'h04']	Three_Card-08_04_01
['c06', 'h04', 'h07', 's06']	['c06', 'h04']	Two_Card-06_04
['c10', 'd05', 'h05', 's05']	['d05', 'c10']	Two_Card-10_05
['d01', 'd08', 'h05', 's09']	['s09', 'h05', 'd01']	Three_Card-09_05_01
['d06', 'h03', 's01', 's07']	['s01', 'd06', 'h03']	Three_Card-06_03_01
['c12', 'd01', 'd11', 's13']	['d01', 's13', 'c12']	Three_Card-13_12_01
['h09', 's04', 's05', 's10']	['h09', 's04']	Two_Card-09_04
['d07', 'd12', 'h11', 's03']	['h11', 'd07', 's03']	Three_Card-11_07_03
['c05', 'd06', 'h02', 's10']	['c05', 'h02', 's10', 'd06']	Badugi-10_06_05_02
['c02', 'd11', 'h03', 's08']	['d11', 's08', 'c02', 'h03']	Badugi-11_08_03_02
['c10', 'h01', 's06', 's09']	['h01', 'c10', 's06']	Three_Card-10_06_01
['c10', 'd08', 'h07', 'h12']	['d08', 'c10', 'h07']	Three_Card-10_08_07
['c01', 'c13', 'd12', 's08']	['c01', 's08', 'd12']	Three_Card-12_08_01
['c10', 'd02', 'h13', 's05']	['s05', 'd02', 'c10', 'h13']	Badugi-13_10_05_02
['c03', 'c06', 'c10', 's11']	['s11', 'c03']	Two_Card-11_03
['d02', 'd06', 'd12', 's03']	['d02', 's03']	Two_Card-03_02
['c05', 'd01', 'd03', 's05']	['c05', 'd01']	Two_Card-05_01
['d12', 'h13', 's02', 's13']	['s02', 'd12', 'h13']	Three_Card-13_12_02
['c13', 'd06', 'd10', 'h06']	['c13', 'd10', 'h06']	Three_Card-13_10_06
['h01', 'h09', 's08', 's09']	['h01', 's08']	Two_Card-08_01
['d07', 'h06', 's06', 's08']	['d07', 's06']	Two_Card-07_06
['c10', 'c13', 'd12', 's13']	['s13', 'c10', 'd12']	Three_Card-13_12_10
['d02', 'd10', 's03', 's08']	['d02', 's03']	Two_Card-03_02
['c07', 'd02', 'd05', 'h06']	['d02', 'h06', 'c07']	Three_Card-07_06_02
['d05', 'h12', 's05', 's10']	['d05', 's10', 'h12']	Three_Card-12_10_05
['c04', 'h12', 's03', 's05']	['h12', 's03', 'c04']	Three_Card-12_04_03
['c05', 'c08', 'd11', 's13']	['c05', 's13', 'd11']	Three_Card-13_11_05
['c07', 'd03', 'h01', 'h12']	['h01', 'c07', 'd03']	Three_Card-07_03_01
['d09', 'd10', 'h06', 's09']	['s09', 'h06']	Two_Card-09_06
['h06', 's02', 's07', 's09']	['s02', 'h06']	Two_Card-06_02
['d13', 'h06', 's02', 's06']	['s02', 'h06', 'd13']	Three_Card-13_06_02
['d03', 'd05', 'h01', 's11']	['s11', 'h01', 'd03']	Three_Card-11_03_01
['d07', 'h07', 'h09', 's02']	['s02', 'd07']	Two_Card-07_02
['c03', 'd01', 'h02', 'h12']	['d01', 'h02', 'c03']	Three_Card-03_02_01
['c06', 'c09', 'd05', 'h06']	['d05', 'c06']	Two_Card-06_05
['c11', 'd01', 's02', 's05']	['c11', 's02', 'd01']	Three_Card-11_02_01
['c02', 'c13', 'd04', 'h06']	['c02', 'h06', 'd04']	Three_Card-06_04_02
['d04', 'd06', 's05', 's08']	['s05', 'd04']	Two_Card-05_04
['c13', 'd03', 'h12', 's08']	['s08', 'h12', 'd03', 'c13']	Badugi-13_12_08_03
['d03', 'd05', 'h07', 's07']	['s07', 'd03']	Two_Card-07_03
['c11', 'c12', 'h09', 's02']	['c11', 's02', 'h09']	Three_Card-11_09_02
['c03', 'c04', 'c06', 'd13']	['d13', 'c03']	Two_Card-13_03
['d07', 'd10', 's02', 's12']	['s02', 'd07']	Two_Card-07_02
['c07', 'h10', 's02', 's06']	['s02', 'h10', 'c07']	Three_Card-10_07_02
['c09', 'c12', 'd08', 'h08']	['c09', 'd08']	Two_Card-09_08
['c01', 'c10', 's05', 's09']	['c01', 's05']	Two_Card-05_01
['c07', 'd01', 's01', 's10']	['d01', 'c07']	Two_Card-07_01
['c08', 'c11', 'h11', 's09']	['s09', 'c08', 'h11']	Three_Card-11_09_08
['c10', 'd02', 'h01', 's08']	['h01', 's08', 'd02', 'c10']	Badugi-10_08_02_01
['c04', 'd13', 'h02', 'h13']	['d13', 'h02', 'c04']	Three_Card-13_04_02
['d10', 'h05', 'h07', 's12']	['h05', 'd10', 's12']	Three_Card-12_10_05
['c09', 'd07', 'h09', 's11']	['s11', 'd07', 'c09']	Three_Card-11_09_07
['c13', 'd13', 's05', 's11']	['s05', 'c13']	Two_Card-13_05
['c02', 'd07', 's01', 's06']	['s01', 'c02', 'd07']	Three_Card-07_02_01
['c09', 'd04', 'h05', 'h09']	['c09', 'h05', 'd04']	Three_Card-09_05_04
['c01', 'c13', 'd10', 'h04']	['c01', 'd10', 'h04']	Three_Card-10_04_01
['d10', 'h09', 'h12', 's01']	['s01', 'd10', 'h09']	Three_Card-10_09_01
['c05', 'd01', 'd05', 'd12']	['c05', 'd01']	Two_Card-05_01
['h03', 's01', 's03', 's10']	['s01', 'h03']	Two_Card-03_01
['c01', 'd02', 'h08', 'h12']	['c01', 'd02', 'h08']	Three_Card-08_02_01
['c11', 'd09', 's03', 's08']	['c11', 'd09', 's03']	Three_Card-11_09_03
['c07', 'c08', 'h04', 's01']	['s01', 'c07', 'h04']	Three_Card-07_04_01
['h06', 'h07', 's08', 's13']	['s08', 'h06']	Two_Card-08_06
['d07', 'd08', 's06', 's12']	['s06', 'd07']	Two_Card-07_06
['c07', 'h08', 'h12', 's02']	['s02', 'c07', 'h08']	Three_Card-08_07_02
['c02', 'h01', 'h08', 's03']	['h01', 'c02', 's03']	Three_Card-03_02_01
['c02', 'c04', 'c05', 'h03']	['c02', 'h03']	Two_Card-03_02
['c01', 'd03', 'h02', 's07']	['c01', 'h02', 's07', 'd03']	Badugi-07_03_02_01
['c11', 'h05', 's04', 's10']	['c11', 'h05', 's04']	Three_Card-11_05_04
['c02', 'h07', 'h12', 's10']	['c02', 's10', 'h07']	Three_Card-10_07_02
['d05', 's07', 's10', 's13']	['d05', 's07']	Two_Card-07_05
['d06', 'h04', 's02', 's13']	['s02', 'd06', 'h04']	Three_Card-06_04_02
['d02', 'd13', 's02', 's12']	['d02', 's12']	Two_Card-12_02
['c11', 'd04', 'd10', 'h07']	['c11', 'h07', 'd04']	Three_Card-11_07_04
['c02', 'd02', 's06', 's07']	['c02', 's06']	Two_Card-06_02
['c02', 'c03', 'h04', 's06']	['c02', 's06', 'h04']	Three_Card-06_04_02
['c02', 'd04', 'd12', 's13']	['c02', 's13', 'd04']	Three_Card-13_04_02
['d05', 'd09', 'h09', 'h11']	['d05', 'h09']	Two_Card-09_05
['c02', 'd07', 'h01', 's05']	['s05', 'c02', 'h01', 'd07']	Badugi-07_05_02_01
['d03', 's02', 's04', 's12']	['s02', 'd03']	Two_Card-03_02
['c04', 'c09', 'h11', 'h12']	['h11', 'c04']	Two_Card-11_04
['c07', 'd08', 'd11', 'h13']	['d08', 'c07', 'h13']	Three_Card-13_08_07
['c02', 'h09', 'h10', 's05']	['s05', 'c02', 'h09']	Three_Card-09_05_02
['c03', 'd06', 'h08', 's02']	['s02', 'd06', 'c03', 'h08']	Badugi-08_06_03_02
['c08', 'd03', 'h11', 's03']	['h11', 'c08', 's03']	Three_Card-11_08_03
['c09', 'd08', 'h03', 's12']	['c09', 'd08', 's12', 'h03']	Badugi-12_09_08_03
['c06', 'c09', 'c13', 's09']	['s09', 'c06']	Two_Card-09_06
['s03', 's07', 's08', 's10']	['s03']	One_Card-03
['d01', 'h06', 's05', 's11']	['s05', 'd01', 'h06']	Three_Card-06_05_01
['c06', 'd09', 'd12', 'h07']	['d09', 'h07', 'c06']	Three_Card-09_07_06
['c04', 'c06', 's05', 's08']	['s05', 'c04']	Two_Card-05_04
['d09', 'h06', 'h12', 's05']	['s05', 'h06', 'd09']	Three_Card-09_06_05
['d03', 'h02', 'h09', 's02']	['s02', 'd03']	Two_Card-03_02
['c06', 's01', 's11', 's13']	['s01', 'c06']	Two_Card-06_01
['c09', 'h12', 's09', 's13']	['c09', 'h12']	Two_Card-12_09
['c08', 'd06', 'd09', 's11']	['s11', 'c08', 'd06']	Three_Card-11_08_06
['c11', 'c13', 'h11', 's11']	['h11', 'c13']	Two_Card-13_11
['c01', 'd01', 'd08', 'h04']	['c01', 'h04']	Two_Card-04_01
['d08', 'h01', 'h06', 'h11']	['h01', 'd08']	Two_Card-08_01
['c11', 'c13', 'd08', 's10']	['c11', 'd08', 's10']	Three_Card-11_10_08
['c06', 'h03', 'h13', 's01']	['s01', 'c06', 'h03']	Three_Card-06_03_01
['c01', 'd03', 'h13', 's04']	['c01', 'h13', 'd03', 's04']	Badugi-13_04_03_01
['c03', 'c13', 's06', 's09']	['s06', 'c03']	Two_Card-06_03
['h07', 's06', 's12', 's13']	['h07', 's06']	Two_Card-07_06
['c11', 'h06', 's02', 's11']	['c11', 's02', 'h06']	Three_Card-11_06_02
['c09', 'd03', 'h12', 's05']	['s05', 'h12', 'c09', 'd03']	Badugi-12_09_05_03
['c09', 'h01', 'h05', 'h07']	['c09', 'h01']	Two_Card-09_01
['c06', 'c08', 'c09', 'c13']	['c06']	One_Card-06
['d13', 'h12', 's03', 's07']	['d13', 'h12', 's03']	Three_Card-13_12_03
['c03', 'c11', 'd05', 's03']	['d05', 'c03']	Two_Card-05_03
['c06', 'd13', 'h01', 's13']	['h01', 's13', 'c06']	Three_Card-13_06_01
['d03', 'd07', 'd10', 'h01']	['h01', 'd03']	Two_Card-03_01
['d03', 'h06', 's03', 's09']	['h06', 's03']	Two_Card-06_03
['d11', 'h02', 'h04', 'h08']	['d11', 'h02']	Two_Card-11_02
['c07', 'd06', 'd13', 'h12']	['h12', 'd06', 'c07']	Three_Card-12_07_06
['c02', 'd05', 'd06', 'd10']	['d05', 'c02']	Two_Card-05_02
['c01', 'd03', 'd10', 'h12']	['c01', 'h12', 'd03']	Three_Card-12_03_01
['c03', 'd01', 'h10', 's04']	['d01', 'h10', 'c03', 's04']	Badugi-10_04_03_01
['d01', 'h10', 's03', 's04']	['d01', 'h10', 's03']	Three_Card-10_03_01
['c11', 'd10', 'd13', 's03']	['c11', 'd10', 's03']	Three_Card-11_10_03
['d10', 'h02', 's04', 's05']	['h02', 'd10', 's04']	Three_Card-10_04_02
['c04', 'c13', 'd02', 'd12']	['d02', 'c04']	Two_Card-04_02
['c07', 'd01', 'd04', 'h05']	['d01', 'h05', 'c07']	Three_Card-07_05_01
['d03', 'd12', 'h02', 'h09']	['h02', 'd03']	Two_Card-03_02
['h02', 'h05', 'h13', 's02']	['h05', 's02']	Two_Card-05_02
['c07', 'h03', 's02', 's13']	['s02', 'c07', 'h03']	Three_Card-07_03_02
['d01', 'd02', 'd06', 'd12']	['d01']	One_Card-01
['c04', 'd02', 'd10', 'h07']	['d02', 'h07', 'c04']	Three_Card-07_04_02
['c09', 'c12', 'd02', 'd08']	['c09', 'd02']	Two_Card-09_02
['c07', 'c13', 'h08', 's08']	['s08', 'c07']	Two_Card-08_07
['h09', 'h11', 's04', 's09']	['h09', 's04']	Two_Card-09_04
['c05', 'd09', 's06', 's07']	['c05', 's06', 'd09']	Three_Card-09_06_05
['c06', 'd05', 'h10', 's13']	['d05', 's13', 'h10', 'c06']	Badugi-13_10_06_05
['d06', 'h03', 'h11', 's10']	['s10', 'd06', 'h03']	Three_Card-10_06_03
['c04', 'c08', 'h02', 's08']	['s08', 'h02', 'c04']	Three_Card-08_04_02
['c02', 'c09', 'd01', 'h08']	['d01', 'c02', 'h08']	Three_Card-08_02_01
['d07', 's04', 's05', 's06']	['d07', 's04']	Two_Card-07_04
['c11', 'h04', 'h08', 'h11']	['c11', 'h04']	Two_Card-11_04
['d03', 'd05', 'd08', 's12']	['s12', 'd03']	Two_Card-12_03
['d07', 'd13', 'h10', 'h13']	['h10', 'd07']	Two_Card-10_07
['d08', 'd10', 's05', 's06']	['s05', 'd08']	Two_Card-08_05
['c01', 'h01', 'h06', 's06']	['c01', 's06']	Two_Card-06_01
['c13', 'd09', 'h01', 'h13']	['d09', 'c13', 'h01']	Three_Card-13_09_01
['c08', 'h05', 's03', 's12']	['h05', 'c08', 's03']	Three_Card-08_05_03
['c13', 'd10', 'h07', 'h10']	['c13', 'd10', 'h07']	Three_Card-13_10_07
['c05', 'd04', 'h12', 's05']	['s05', 'h12', 'd04']	Three_Card-12_05_04
['c08', 'c11', 's10', 's12']	['c08', 's10']	Two_Card-10_08
['d10', 'h10', 'h11', 'h13']	['h11', 'd10']	Two_Card-11_10
['d10', 'h04', 'h05', 'h12']	['d10', 'h04']	Two_Card-10_04
['c03', 'c10', 'd07', 'h02']	['h02', 'd07', 'c03']	Three_Card-07_03_02
['d12', 'h10', 's01', 's12']	['s01', 'h10', 'd12']	Three_Card-12_10_01
['c08', 'h09', 'h10', 's13']	['h09', 'c08', 's13']	Three_Card-13_09_08
['c10', 'd02', 'd07', 'd13']	['d02', 'c10']	Two_Card-10_02
['c07', 'c11', 'h09', 'h12']	['h09', 'c07']	Two_Card-09_07
['c02', 'c13', 'h11', 'h12']	['h11', 'c02']	Two_Card-11_02
['c10', 'd13', 'h04', 'h13']	['d13', 'c10', 'h04']	Three_Card-13_10_04
['c11', 'd08', 'h03', 's04']	['c11', 'd08', 'h03', 's04']	Badugi-11_08_04_03
['c08', 'c12', 'd05', 'h05']	['d05', 'c08']	Two_Card-08_05
['c02', 'd02', 'h03', 'h12']	['c02', 'h03']	Two_Card-03_02
['c07', 'd11', 'h08', 's12']	['d11', 'h08', 'c07', 's12']	Badugi-12_11_08_07
['c01', 'h12', 's06', 's08']	['c01', 'h12', 's06']	Three_Card-12_06_01
['c03', 'd05', 'd09', 's03']	['d05', 'c03']	Two_Card-05_03
['c10', 'c12', 'd03', 's03']	['c10', 'd03']	Two_Card-10_03
['c06', 'c07', 's08', 's10']	['s08', 'c06']	Two_Card-08_06
['c08', 'd10', 'd11', 'd12']	['c08', 'd10']	Two_Card-10_08
['c01', 'c11', 'd03', 's08']	['c01', 's08', 'd03']	Three_Card-08_03_01
['d02', 'h01', 'h03', 's09']	['s09', 'd02', 'h01']	Three_Card-09_02_01
['d05', 'd11', 's07', 's13']	['d05', 's07']	Two_Card-07_05
['c03', 'd07', 'h02', 's08']	['s08', 'h02', 'd07', 'c03']	Badugi-08_07_03_02
['c02', 'c03', 's09', 's11']	['s09', 'c02']	Two_Card-09_02
['c08', 'd07', 's04', 's12']	['c08', 'd07', 's04']	Three_Card-08_07_04
['c03', 'c06', 'd08', 'h04']	['d08', 'c03', 'h04']	Three_Card-08_04_03
['d01', 'h07', 's04', 's07']	['d01', 'h07', 's04']	Three_Card-07_04_01
['c07', 'd10', 's03', 's07']	['d10', 'c07', 's03']	Three_Card-10_07_03
['c01', 'c03', 'c09', 'h04']	['c01', 'h04']	Two_Card-04_01
['c04', 'h01', 'h05', 'h11']	['h01', 'c04']	Two_Card-04_01
['h03', 's04', 's10', 's11']	['h03', 's04']	Two_Card-04_03
['d05', 'd11', 'h06', 's04']	['d05', 'h06', 's04']	Three_Card-06_05_04
['c09', 'd01', 'd09', 's03']	['c09', 'd01', 's03']	Three_Card-09_03_01
['c09', 'd09', 'h01', 'h10']	['c09', 'h01']	Two_Card-09_01
['d13', 's01', 's08', 's13']	['s01', 'd13']	Two_Card-13_01
['c11', 'd01', 'h08', 's10']	['c11', 'h08', 's10', 'd01']	Badugi-11_10_08_01
['c02', 'c09', 'd07', 'd11']	['c02', 'd07']	Two_Card-07_02
['d10', 'h03', 's02', 's03']	['s02', 'd10', 'h03']	Three_Card-10_03_02
['d02', 'd05', 'd06', 'd11']	['d02']	One_Card-02
['c08', 'd03', 'd08', 'd11']	['c08', 'd03']	Two_Card-08_03
['c07', 'd04', 'h04', 'h10']	['c07', 'd04']	Two_Card-07_04
['c11', 'h01', 'h03', 'h07']	['c11', 'h01']	Two_Card-11_01
['d02', 'h01', 'h02', 's04']	['h01', 'd02', 's04']	Three_Card-04_02_01
['c07', 'd05', 'h01', 's06']	['d05', 'h01', 'c07', 's06']	Badugi-07_06_05_01
['d05', 'h02', 'h04', 's13']	['d05', 's13', 'h02']	Three_Card-13_05_02
['c08', 'c11', 'h07', 'h10']	['c08', 'h07']	Two_Card-08_07
['c07', 'h05', 'h08', 's05']	['s05', 'c07']	Two_Card-07_05
['c04', 'h09', 'h11', 'h13']	['h09', 'c04']	Two_Card-09_04
['h01', 'h05', 'h10', 's12']	['h01', 's12']	Two_Card-12_01
['d01', 'd05', 'h02', 's13']	['d01', 's13', 'h02']	Three_Card-13_02_01
['c02', 'c07', 'd03', 's08']	['c02', 'd03', 's08']	Three_Card-08_03_02
['c05', 'd05', 'd06', 'd10']	['c05', 'd06']	Two_Card-06_05
['c11', 'c13', 'h04', 's06']	['c11', 's06', 'h04']	Three_Card-11_06_04
['c02', 'c12', 'h03', 'h10']	['c02', 'h03']	Two_Card-03_02
['h12', 's03', 's05', 's09']	['h12', 's03']	Two_Card-12_03
['c10', 'd10', 's02', 's05']	['s02', 'c10']	Two_Card-10_02
['d08', 'd09', 'h06', 's11']	['s11', 'd08', 'h06']	Three_Card-11_08_06
['d03', 'd06', 'd07', 'h01']	['h01', 'd03']	Two_Card-03_01
['c06', 'd04', 'd09', 'd12']	['c06', 'd04']	Two_Card-06_04
['c01', 'c06', 's05', 's11']	['c01', 's05']	Two_Card-05_01
['d05', 'h06', 'h08', 's13']	['d05', 's13', 'h06']	Three_Card-13_06_05
['c03', 's05', 's09', 's11']	['s05', 'c03']	Two_Card-05_03
['c01', 'c07', 'd02', 's07']	['c01', 'd02', 's07']	Three_Card-07_02_01
['d01', 's07', 's10', 's11']	['d01', 's07']	Two_Card-07_01
['c03', 'c04', 'c09', 'h05']	['h05', 'c03']	Two_Card-05_03
['c08', 'd03', 'h02', 's02']	['s02', 'd03', 'c08']	Three_Card-08_03_02
['d01', 'd03', 'd12', 'h10']	['d01', 'h10']	Two_Card-10_01
['c08', 'c09', 'd08', 's06']	['c08', 's06']	Two_Card-08_06
['c13', 'h03', 'h10', 's03']	['c13', 'h10', 's03']	Three_Card-13_10_03
['c09', 'd01', 'd12', 'h13']	['c09', 'h13', 'd01']	Three_Card-13_09_01
['d01', 'd11', 's02', 's09']	['d01', 's02']	Two_Card-02_01
['c11', 'c13', 'h13', 's12']	['c11', 'h13', 's12']	Three_Card-13_12_11
['c09', 'd06', 'h12', 's10']	['c09', 'h12', 's10', 'd06']	Badugi-12_10_09_06
['c02', 'c04', 'd04', 'h09']	['h09', 'c02', 'd04']	Three_Card-09_04_02
['d01', 'd05', 'd11', 's01']	['d05', 's01']	Two_Card-05_01
['c07', 'h03', 'h05', 'h06']	['c07', 'h03']	Two_Card-07_03
['c08', 'c12', 'h05', 's02']	['h05', 'c08', 's02']	Three_Card-08_05_02
['c01', 'c08', 'd11', 's13']	['c01', 's13', 'd11']	Three_Card-13_11_01
['c12', 'h01', 'h07', 's09']	['s09', 'h01', 'c12']	Three_Card-12_09_01
['c08', 'c09', 'h03', 's08']	['c08', 'h03']	Two_Card-08_03
['c04', 'd06', 'h10', 'h13']	['h10', 'd06', 'c04']	Three_Card-10_06_04
['c08', 'd04', 'h03', 'h08']	['c08', 'h03', 'd04']	Three_Card-08_04_03
['c02', 'c12', 'c13', 'd07']	['c02', 'd07']	Two_Card-07_02
['d12', 'h06', 'h10', 's03']	['h06', 'd12', 's03']	Three_Card-12_06_03
['c04', 'd07', 'h07', 's06']	['d07', 's06', 'c04']	Three_Card-07_06_04
['c02', 'c12', 'h12', 's03']	['c02', 'h12', 's03']	Three_Card-12_03_02
['c10', 'h06', 's04', 's09']	['c10', 'h06', 's04']	Three_Card-10_06_04
['c09', 'd03', 'h03', 's01']	['s01', 'c09', 'd03']	Three_Card-09_03_01
['c02', 'd01', 'd06', 's09']	['d01', 'c02', 's09']	Three_Card-09_02_01
['c10', 'c13', 'd11', 's01']	['d11', 'c10', 's01']	Three_Card-11_10_01
['d01', 'd09', 's07', 's09']	['d01', 's07']	Two_Card-07_01
['c04', 'd13', 's03', 's06']	['d13', 's03', 'c04']	Three_Card-13_04_03
['c03', 'c08', 'h12', 'h13']	['h12', 'c03']	Two_Card-12_03
['c04', 'd08', 's02', 's09']	['d08', 's02', 'c04']	Three_Card-08_04_02
['c11', 'd09', 's05', 's13']	['c11', 's05', 'd09']	Three_Card-11_09_05
['d05', 'h03', 's02', 's13']	['d05', 's02', 'h03']	Three_Card-05_03_02
['c06', 'c09', 'd04', 's06']	['c06', 'd04']	Two_Card-06_04
['c09', 'd07', 'h09', 's12']	['c09', 'd07', 's12']	Three_Card-12_09_07
['c04', 'c10', 'd12', 's03']	['d12', 's03', 'c04']	Three_Card-12_04_03
['d05', 'h01', 'h08', 's09']	['s09', 'd05', 'h01']	Three_Card-09_05_01
